id:ID,etiquetas:LABEL,cursos_llevados:string[],cursos_actuales:string[],correo:string,nombre_usuario:string,contraseña:string,beca:boolean,fecha:datetime,título:string,descripción:string,adjuntos:string[],calificación:int,status:boolean,contenido:string,likes:int,nombre:string,facultad:string,catedráticos:string[],sección:string[],tipo:string,cantidad_puntos:int,caducidad:date,fecha_lanzamiento:date,visibilidad:boolean,fecha_creación:datetime
35160941,Clase,,,,,,,,,,,,,,,Future-proofed stable analyzer,harum,"['Ruy Guitart Gascón', 'Olga Arias Pazos']","['18', '18']",,,,,,
59100359,Clase,,,,,,,,,,,,,,,Organic solution-oriented methodology,cumque,"['Emilia Andrade', 'Carmelo Diaz']","['10', '10']",,,,,,
27296428,Clase,,,,,,,,,,,,,,,Cross-platform multi-state Internet solution,quia,"['Dorotea Grau Hernández', 'Anselma Figueroa Berrocal']","['6', '6']",,,,,,
90358080,Clase,,,,,,,,,,,,,,,Multi-layered holistic capability,dicta,"['Esperanza Aznar Almazán', 'Sofía Cintia Lasa Jove']","['12', '17']",,,,,,
88988477,Clase,,,,,,,,,,,,,,,User-friendly scalable capability,beatae,"['Oriana del Ramirez', 'Alejandra Valero Velasco']","['8', '4']",,,,,,
5583261,Clase,,,,,,,,,,,,,,,Operative exuding firmware,ut,"['Ana Gibert Ibarra', 'Luisa Cal Ordóñez']","['7', '5']",,,,,,
35657795,Clase,,,,,,,,,,,,,,,Visionary web-enabled installation,nihil,"['Aroa Arévalo Aguirre', 'Elisabet Jaén']","['8', '16']",,,,,,
92970317,Clase,,,,,,,,,,,,,,,Persevering optimal budgetary management,consequatur,"['Danilo Río Jurado', 'Jose Antonio Soto Girona']","['1', '12']",,,,,,
61537967,Clase,,,,,,,,,,,,,,,Balanced neutral process improvement,tenetur,"['Amelia Borrell Cases', 'Narciso de Agullo']","['18', '19']",,,,,,
6491938,Clase,,,,,,,,,,,,,,,Fundamental intangible contingency,unde,"['Josep Zorrilla Lluch', 'Esmeralda Valero']","['12', '15']",,,,,,
97330690,Clase,,,,,,,,,,,,,,,Seamless fault-tolerant knowledgebase,iure,"['Curro Acuña Ródenas', 'Marciano Salvador Manzanares']","['18', '5']",,,,,,
51137289,Clase,,,,,,,,,,,,,,,Visionary analyzing Graphic Interface,vero,"['América de Parejo', 'Cristian Escamilla Hierro']","['20', '3']",,,,,,
29683697,Clase,,,,,,,,,,,,,,,Synergized explicit interface,voluptates,"['Melania Macías Soto', 'Sebastián Moll Belda']","['3', '10']",,,,,,
79411316,Clase,,,,,,,,,,,,,,,User-centric motivating emulation,quaerat,"['Trini Pujol Benet', 'Rita Carmona']","['13', '16']",,,,,,
2163520,Clase,,,,,,,,,,,,,,,Front-line heuristic help-desk,cum,"['Jerónimo Manolo Bayona Caparrós', 'Noa Soriano']","['17', '14']",,,,,,
81370202,Clase,,,,,,,,,,,,,,,Optimized neutral throughput,quidem,"['Cecilio Adelardo Torrens Escribano', 'Modesta Bru']","['14', '19']",,,,,,
46461117,Clase,,,,,,,,,,,,,,,Distributed encompassing access,aperiam,"['Alfonso Ordóñez-Castelló', 'Agustín Bravo-Tirado']","['3', '5']",,,,,,
31965616,Clase,,,,,,,,,,,,,,,Ameliorated local product,iusto,"['Juan Carlos Carrera-Benavides', 'Berta Gallardo Nicolás']","['11', '3']",,,,,,
87425448,Clase,,,,,,,,,,,,,,,Organic optimizing monitoring,quaerat,"['Mónica de Guzmán', 'María Teresa Velasco Cifuentes']","['15', '15']",,,,,,
55518157,Clase,,,,,,,,,,,,,,,Centralized well-modulated architecture,illo,"['Marta del Pozo', 'Rosario Pinto Arroyo']","['17', '12']",,,,,,
97992862,Clase,,,,,,,,,,,,,,,Devolved intangible methodology,deserunt,"['José Alvarado Escribano', 'Benita Arnau Ruiz']","['5', '18']",,,,,,
41280648,Clase,,,,,,,,,,,,,,,Synergistic hybrid application,corporis,"['Pascuala Solano Ayala', 'Jonatan Leopoldo Villaverde Barón']","['19', '6']",,,,,,
75316441,Clase,,,,,,,,,,,,,,,Inverse grid-enabled service-desk,sunt,"['Humberto Victorino Tomé Alonso', 'Ascensión Español-Pellicer']","['5', '14']",,,,,,
66981612,Clase,,,,,,,,,,,,,,,Ameliorated regional adapter,laudantium,"['Flora Agullo Garay', 'Inmaculada Jove Jerez']","['17', '2']",,,,,,
68266352,Clase,,,,,,,,,,,,,,,Focused systemic leverage,neque,"['Teodosio Macías Cruz', 'Soledad Valverde Saldaña']","['4', '17']",,,,,,
459574,Clase,,,,,,,,,,,,,,,Automated zero tolerance matrix,illo,"['Chema Peral', 'Camilo Acosta Miguel']","['5', '10']",,,,,,
90126030,Clase,,,,,,,,,,,,,,,Horizontal motivating model,tempora,"['Fulgencio Francisco', 'Sara Ariño Pedrero']","['6', '6']",,,,,,
38045145,Clase,,,,,,,,,,,,,,,Re-engineered system-worthy projection,cupiditate,"['María Manuela Abella Pineda', 'Nacho Espejo García']","['11', '8']",,,,,,
806364,Clase,,,,,,,,,,,,,,,Enhanced 4thgeneration pricing structure,quia,"['Esteban Primitivo Macias Carreras', 'Agapito Amado Collado Llorens']","['12', '17']",,,,,,
85242724,Clase,,,,,,,,,,,,,,,Function-based object-oriented open system,ut,"['Manuelita Santiago Moles', 'Nazaret del Iglesia']","['10', '3']",,,,,,
35352114,Clase,,,,,,,,,,,,,,,Pre-emptive holistic benchmark,autem,"['Hilda Santana-Gracia', 'Liliana Vizcaíno-Soriano']","['9', '7']",,,,,,
97786471,Clase,,,,,,,,,,,,,,,Reduced cohesive database,est,"['Amada Valencia Sevillano', 'Sarita Pou Serna']","['18', '9']",,,,,,
50198939,Clase,,,,,,,,,,,,,,,Business-focused well-modulated architecture,temporibus,"['Isaura Nuñez Donoso', 'Ale Cuadrado Cerro']","['5', '10']",,,,,,
82988804,Clase,,,,,,,,,,,,,,,User-friendly multi-tasking data-warehouse,ea,"['Urbano de Tomás', 'César Vera-Castells']","['20', '18']",,,,,,
36612606,Clase,,,,,,,,,,,,,,,Switchable explicit process improvement,perspiciatis,"['Celestino Miguel Ángel Molina Marqués', 'Remedios Arroyo Donaire']","['3', '17']",,,,,,
88528400,Clase,,,,,,,,,,,,,,,De-engineered tangible product,vel,"['Vera Alicia Mateos Lago', 'Edgardo Padilla Tovar']","['6', '19']",,,,,,
46673239,Clase,,,,,,,,,,,,,,,Horizontal directional conglomeration,officiis,"['Dalila Cantón Pacheco', 'Raimundo Acero']","['19', '5']",,,,,,
61780339,Clase,,,,,,,,,,,,,,,Robust static frame,eos,"['Onofre Parra Bartolomé', 'Emiliano de Teruel']","['6', '20']",,,,,,
23333470,Clase,,,,,,,,,,,,,,,Horizontal next generation knowledge user,suscipit,"['Tiburcio Sanmartín', 'Eusebia Ferrán Roldán']","['20', '11']",,,,,,
68474369,Clase,,,,,,,,,,,,,,,Function-based dedicated website,laborum,"['Amada Viana Recio', 'Leticia de Barón']","['19', '2']",,,,,,
4299611,Clase,,,,,,,,,,,,,,,Managed system-worthy functionalities,vitae,"['Nacho del Arco', 'Ovidio Ojeda Vázquez']","['1', '3']",,,,,,
92227693,Clase,,,,,,,,,,,,,,,Vision-oriented high-level approach,autem,"['Glauco Seco-Garrido', 'Dionisia Lasa Perea']","['2', '19']",,,,,,
10876810,Clase,,,,,,,,,,,,,,,Persistent contextually-based software,asperiores,"['Leire Almeida-Velázquez', 'Alejandra Company-Mulet']","['9', '7']",,,,,,
97842051,Clase,,,,,,,,,,,,,,,Cross-platform executive pricing structure,culpa,"['Edgardo Alegria Barros', 'Natalio del Méndez']","['19', '14']",,,,,,
62178561,Clase,,,,,,,,,,,,,,,Configurable 24/7 matrices,eos,"['Nando Espinosa-Verdú', 'Teresita Mariscal Rosselló']","['20', '1']",,,,,,
81626744,Clase,,,,,,,,,,,,,,,Innovative mobile alliance,quis,"['Nerea Marti Bonet', 'Teodoro del Moreno']","['16', '18']",,,,,,
6388402,Clase,,,,,,,,,,,,,,,Horizontal intangible initiative,doloribus,"['Daniel Pombo Ayllón', 'Leandra Marcos Rojas']","['10', '10']",,,,,,
55468011,Clase,,,,,,,,,,,,,,,Multi-tiered national definition,qui,"['Ana Porta-Manrique', 'Chita Toledo Cámara']","['16', '8']",,,,,,
64799239,Clase,,,,,,,,,,,,,,,Seamless heuristic productivity,fugit,"['Crescencia Barrera-Bru', 'Simón Salazar Pelayo']","['13', '10']",,,,,,
687092,Clase,,,,,,,,,,,,,,,Organized hybrid core,excepturi,"['Teresa Rosaura Pozo Vera', 'Carolina Paloma Marco Roca']","['15', '3']",,,,,,
67471881,Clase,,,,,,,,,,,,,,,Networked dedicated data-warehouse,doloremque,"['Miguel Gimeno Rubio', 'Ximena Frías']","['2', '6']",,,,,,
30518724,Clase,,,,,,,,,,,,,,,Fundamental empowering database,totam,"['Celestina Llobet Pablo', 'Marianela Pedro Guerrero']","['15', '14']",,,,,,
10203080,Clase,,,,,,,,,,,,,,,Visionary didactic pricing structure,labore,"['Dora Lidia Seco Gibert', 'Cruz Quintero Canales']","['16', '15']",,,,,,
28332876,Clase,,,,,,,,,,,,,,,Cross-group interactive policy,recusandae,"['Marc Bru Riquelme', 'Emma Guadalupe Real Donaire']","['7', '11']",,,,,,
93636044,Clase,,,,,,,,,,,,,,,Profit-focused transitional artificial intelligence,quas,"['Pía Llorente Jódar', 'Guadalupe Ibañez']","['20', '5']",,,,,,
28340600,Clase,,,,,,,,,,,,,,,Multi-tiered context-sensitive installation,recusandae,"['Lara Blanca Navas Pinto', 'José Zabaleta']","['11', '11']",,,,,,
52275572,Clase,,,,,,,,,,,,,,,Robust contextually-based process improvement,vero,"['Isabel Nadal-Garmendia', 'Hernán Caparrós Montesinos']","['12', '13']",,,,,,
43025177,Clase,,,,,,,,,,,,,,,Customizable incremental moratorium,labore,"['Reynaldo Reyes Pardo', 'Haroldo Moya']","['5', '12']",,,,,,
23175661,Clase,,,,,,,,,,,,,,,Diverse eco-centric customer loyalty,qui,"['Gabino Hernando Vallejo Cifuentes', 'Florinda Quintana Muñoz']","['17', '18']",,,,,,
50265963,Clase,,,,,,,,,,,,,,,Optional user-facing moratorium,quos,"['Camila Borja-Bernad', 'Esperanza Bello Palomar']","['4', '11']",,,,,,
33627673,Clase,,,,,,,,,,,,,,,Ameliorated object-oriented Local Area Network,quasi,"['Jose Antonio de Adadia', 'Adoración Cañizares Azcona']","['8', '15']",,,,,,
27289935,Clase,,,,,,,,,,,,,,,Centralized heuristic system engine,cumque,"['Samu Murcia Iñiguez', 'Lidia Fabra Bernat']","['4', '9']",,,,,,
61369598,Clase,,,,,,,,,,,,,,,Integrated global knowledgebase,consequuntur,"['Marcio Gilabert Salcedo', 'Magdalena Acedo Rueda']","['15', '8']",,,,,,
1326777,Clase,,,,,,,,,,,,,,,Integrated zero-defect hardware,nobis,"['Cornelio Cristóbal Conde Amor', 'Etelvina Serna Barrios']","['5', '4']",,,,,,
17348178,Clase,,,,,,,,,,,,,,,Right-sized national knowledge user,ad,"['Ricarda Querol Bustamante', 'Alexandra Trillo Montserrat']","['2', '10']",,,,,,
59126487,Clase,,,,,,,,,,,,,,,Monitored multi-state orchestration,sapiente,"['Pastor Francisco Enríquez Bustos', 'Herberto Chamorro Cordero']","['13', '20']",,,,,,
90604841,Clase,,,,,,,,,,,,,,,Cloned asynchronous Graphic Interface,ad,"['Maximino del Ballesteros', 'Chuy del Cáceres']","['14', '8']",,,,,,
2812539,Clase,,,,,,,,,,,,,,,Automated transitional archive,quasi,"['Natalia Carrillo Cordero', 'José Manuel Estrada Serrano']","['6', '11']",,,,,,
93799740,Clase,,,,,,,,,,,,,,,Reactive heuristic function,cum,"['Flavio Pujol Belmonte', 'Filomena Infante Muro']","['19', '11']",,,,,,
46251874,Clase,,,,,,,,,,,,,,,Networked actuating customer loyalty,debitis,"['Josep Cueto Villa', 'Estefanía Laguna Castejón']","['7', '6']",,,,,,
34463902,Clase,,,,,,,,,,,,,,,Operative grid-enabled Local Area Network,voluptas,"['Rubén Belda Aramburu', 'Octavio Barco Vallés']","['16', '17']",,,,,,
988584,Clase,,,,,,,,,,,,,,,Devolved actuating forecast,eaque,"['Trini Feliu-Bou', 'Marciano Gámez Adadia']","['15', '16']",,,,,,
61107171,Clase,,,,,,,,,,,,,,,Optional impactful hierarchy,veniam,"['Armida Rosa Cabello', 'Jorge Falcó Carrasco']","['10', '16']",,,,,,
8896112,Clase,,,,,,,,,,,,,,,De-engineered full-range info-mediaries,in,"['Eloy Barrios Valderrama', 'Javiera del Girona']","['1', '3']",,,,,,
73101816,Clase,,,,,,,,,,,,,,,Ameliorated intangible firmware,porro,"['Juana Figueroa-Gual', 'Javier Simó Casas']","['13', '17']",,,,,,
88115289,Clase,,,,,,,,,,,,,,,Team-oriented secondary collaboration,quis,"['Marco Lucas Puerta', 'Cipriano Galan Fabregat']","['15', '8']",,,,,,
99406314,Clase,,,,,,,,,,,,,,,Networked scalable infrastructure,suscipit,"['Porfirio Lorenzo Pons', 'Fátima Fernández Crespi']","['7', '19']",,,,,,
81119953,Clase,,,,,,,,,,,,,,,Vision-oriented logistical capability,consequatur,"['Jordi Abad Amaya', 'Marino del Lobato']","['12', '2']",,,,,,
80812431,Clase,,,,,,,,,,,,,,,Switchable composite customer loyalty,quasi,"['Gloria del Cuéllar', 'Felipe Falcón Antúnez']","['2', '10']",,,,,,
64755435,Clase,,,,,,,,,,,,,,,Advanced bi-directional benchmark,laudantium,"['Humberto Oller Padilla', 'Lilia de Hernando']","['16', '20']",,,,,,
8947447,Clase,,,,,,,,,,,,,,,Persevering neutral monitoring,molestiae,"['Soraya Salomé Carrera Samper', 'Nélida Loreto Calderón Cantón']","['16', '10']",,,,,,
1850125,Clase,,,,,,,,,,,,,,,Open-architected 6thgeneration neural-net,fugiat,"['Susana Campoy Priego', 'Chus Cerdán']","['18', '1']",,,,,,
16672572,Clase,,,,,,,,,,,,,,,Reverse-engineered tertiary collaboration,mollitia,"['Angelina Mena Rojas', 'Adelina Cal Vilar']","['4', '14']",,,,,,
48308834,Clase,,,,,,,,,,,,,,,Reactive tertiary definition,maxime,"['Adoración Barrios', 'Maricruz Sevillano-Calvo']","['5', '9']",,,,,,
50986403,Clase,,,,,,,,,,,,,,,Advanced tertiary circuit,repellendus,"['Guiomar Bastida Barbero', 'Isabela Figueroa Mas']","['12', '13']",,,,,,
81675549,Clase,,,,,,,,,,,,,,,Organic grid-enabled groupware,dolor,"['Lucho Goicoechea Anaya', 'Gonzalo Lledó Calvet']","['12', '2']",,,,,,
42542823,Clase,,,,,,,,,,,,,,,Object-based zero tolerance algorithm,suscipit,"['Dorita Alvarez Viña', 'Pía Alarcón Vilanova']","['13', '2']",,,,,,
84103715,Clase,,,,,,,,,,,,,,,Persistent value-added time-frame,sit,"['Saturnino Alemany Peláez', 'Lucas Arcos Armas']","['19', '18']",,,,,,
53509617,Clase,,,,,,,,,,,,,,,Future-proofed 24hour focus group,rem,"['Candela de Morante', 'Jose Ignacio Cuéllar-Ros']","['7', '12']",,,,,,
65035635,Clase,,,,,,,,,,,,,,,Reactive regional encryption,temporibus,"['Natalio Coello', 'Teresita Robles Luís']","['18', '10']",,,,,,
3530408,Clase,,,,,,,,,,,,,,,Reduced directional emulation,architecto,"['Pascual Juan Morante Amorós', 'Luisina Pont Sainz']","['3', '13']",,,,,,
6324331,Clase,,,,,,,,,,,,,,,Expanded global application,dicta,"['Samanta Vilaplana-Gallardo', 'Albano Verdú']","['17', '15']",,,,,,
24797295,Clase,,,,,,,,,,,,,,,Mandatory tertiary Internet solution,consequuntur,"['Narcisa Emma Fajardo Pedrero', 'Gerardo Custodio Peñalver Amo']","['18', '9']",,,,,,
37212375,Clase,,,,,,,,,,,,,,,Diverse didactic moderator,quod,"['Fidela Cayetana Torrents Aguado', 'Juan Pablo Carranza Abad']","['20', '20']",,,,,,
49233571,Clase,,,,,,,,,,,,,,,Self-enabling multi-state structure,illo,"['Rafael Sáenz Miralles', 'Maristela del Cabañas']","['4', '5']",,,,,,
4031953,Clase,,,,,,,,,,,,,,,Future-proofed national capacity,maiores,"['Espiridión Guzmán', 'Aitor Perez Niño']","['4', '13']",,,,,,
42822761,Clase,,,,,,,,,,,,,,,Down-sized web-enabled project,nisi,"['María José de Chaves', 'Carmen Llabrés Real']","['12', '11']",,,,,,
94447265,Clase,,,,,,,,,,,,,,,Managed didactic adapter,necessitatibus,"['Clotilde Hernández Vicens', 'Ágata Ros Rivera']","['18', '12']",,,,,,
4802663,Clase,,,,,,,,,,,,,,,Realigned upward-trending solution,eligendi,"['Fabiana Sanmartín Ángel', 'Amílcar Arias Almazán']","['5', '7']",,,,,,
81742422,Clase,,,,,,,,,,,,,,,Future-proofed incremental array,eius,"['Faustino Pera Exposito', 'Gertrudis Palau Sierra']","['20', '17']",,,,,,
55013056,Clase,,,,,,,,,,,,,,,Up-sized zero tolerance benchmark,suscipit,"['Luciana Berrocal Cuéllar', 'Esperanza del Burgos']","['13', '17']",,,,,,
33763657,Clase,,,,,,,,,,,,,,,Enhanced leadingedge paradigm,voluptatem,"['Vito Piquer', 'Juan Antonio Marco-Segovia']","['2', '2']",,,,,,
31624218,Clase,,,,,,,,,,,,,,,Stand-alone heuristic collaboration,repudiandae,"['Saturnina Colom Fonseca', 'Cebrián Mir Álvarez']","['2', '5']",,,,,,
77118477,Clase,,,,,,,,,,,,,,,Total zero administration secured line,reprehenderit,"['Íngrid Rocamora Herrera', 'Estrella Fonseca-Murcia']","['11', '16']",,,,,,
46782082,Clase,,,,,,,,,,,,,,,Optimized hybrid firmware,deserunt,"['Angelita Llabrés Camps', 'Salvador Cuervo Luís']","['17', '15']",,,,,,
50972430,Clase,,,,,,,,,,,,,,,Sharable logistical attitude,enim,"['Luis Miguel Mancebo Larrañaga', 'Paloma Carranza Barros']","['5', '20']",,,,,,
14743435,Clase,,,,,,,,,,,,,,,Reactive secondary hierarchy,nesciunt,"['Baltasar Enríquez Barros', 'Severo Ferrero Recio']","['17', '5']",,,,,,
93451534,Clase,,,,,,,,,,,,,,,Self-enabling 24/7 strategy,optio,"['Rosario de Ortuño', 'Heriberto Iriarte Lledó']","['11', '20']",,,,,,
64546032,Clase,,,,,,,,,,,,,,,Stand-alone background definition,ducimus,"['Timoteo Llanos-Pla', 'Ester Molins-Lasa']","['11', '6']",,,,,,
21721130,Clase,,,,,,,,,,,,,,,Persistent methodical encoding,praesentium,"['Teresita Recio Montoya', 'Sandra Escobar Giner']","['13', '20']",,,,,,
63683749,Clase,,,,,,,,,,,,,,,Adaptive user-facing standardization,eveniet,"['Fernando Gálvez Mármol', 'Ema Aguiló Cabañas']","['10', '19']",,,,,,
91083475,Clase,,,,,,,,,,,,,,,Multi-channeled even-keeled process improvement,fugit,"['Asdrubal Ramos Peláez', 'Nando Iglesia-Abril']","['11', '17']",,,,,,
64093556,Clase,,,,,,,,,,,,,,,Progressive composite infrastructure,architecto,"['Dolores Arregui', 'José María Jove Ramírez']","['17', '18']",,,,,,
15957427,Clase,,,,,,,,,,,,,,,Focused zero administration middleware,laboriosam,"['Dani Portero', 'Jose Ignacio Aguilar Coca']","['16', '19']",,,,,,
98484592,Clase,,,,,,,,,,,,,,,Synergized intermediate database,soluta,"['Porfirio Doménech Mena', 'Ricarda Amigó Cisneros']","['10', '16']",,,,,,
7420140,Clase,,,,,,,,,,,,,,,Monitored solution-oriented secured line,eaque,"['Sabas Nazaret Mulet Diego', 'Albano Cabo Poza']","['1', '12']",,,,,,
21409635,Clase,,,,,,,,,,,,,,,Re-contextualized bandwidth-monitored definition,velit,"['Flavio Jonatan Sarabia Miguel', 'Juliana Oliveras Anglada']","['11', '4']",,,,,,
83597060,Clase,,,,,,,,,,,,,,,Centralized zero tolerance function,quibusdam,"['Octavia de Martí', 'Victor Lloret Izaguirre']","['14', '19']",,,,,,
48250512,Clase,,,,,,,,,,,,,,,Ameliorated grid-enabled pricing structure,commodi,"['Ema del Querol', 'Jenny Hervás Fuente']","['10', '1']",,,,,,
43597782,Clase,,,,,,,,,,,,,,,Robust tertiary orchestration,dolorem,"['Galo Pacheco Bas', 'Edelmiro de Ibarra']","['20', '16']",,,,,,
80857078,Clase,,,,,,,,,,,,,,,Inverse bandwidth-monitored middleware,ducimus,"['Amílcar Tejedor Torrecilla', 'Renato Albano Solana Bermudez']","['9', '19']",,,,,,
18379004,Clase,,,,,,,,,,,,,,,Cloned value-added intranet,voluptatem,"['Jafet Pablo Egea Lopez', 'Renata del Higueras']","['19', '8']",,,,,,
97101412,Clase,,,,,,,,,,,,,,,Visionary scalable attitude,similique,"['Lupe Encarnación Rocamora Vargas', 'Juana Atienza']","['2', '19']",,,,,,
14544487,Clase,,,,,,,,,,,,,,,Configurable reciprocal collaboration,corporis,"['Horacio Aragón Ochoa', 'Asdrubal Abella Gárate']","['16', '6']",,,,,,
88576263,Clase,,,,,,,,,,,,,,,Synchronized intermediate help-desk,ea,"['Milagros Quintero Molina', 'Moreno Mariscal']","['17', '20']",,,,,,
45981517,Clase,,,,,,,,,,,,,,,Enhanced web-enabled array,ut,"['Armida Toledo', 'Amada Hurtado-Vilanova']","['13', '5']",,,,,,
24001309,Clase,,,,,,,,,,,,,,,Inverse fresh-thinking framework,architecto,"['Cándido Español Colomer', 'Íngrid Román Donaire']","['8', '2']",,,,,,
41603946,Clase,,,,,,,,,,,,,,,Operative reciprocal website,omnis,"['Arcelia Nadal', 'Guiomar Perla Galván Rivera']","['19', '4']",,,,,,
43895562,Clase,,,,,,,,,,,,,,,Right-sized disintermediate adapter,necessitatibus,"['Belén de Borrego', 'Amador Gilberto Talavera Cano']","['7', '1']",,,,,,
17372654,Clase,,,,,,,,,,,,,,,Business-focused exuding moderator,vero,"['Germán Montaña Santamaría', 'Amarilis Valls Mesa']","['15', '11']",,,,,,
89427749,Clase,,,,,,,,,,,,,,,Synergistic responsive throughput,quam,"['Leonel Barragán Cal', 'Leire de Rosales']","['14', '5']",,,,,,
74195065,Clase,,,,,,,,,,,,,,,Devolved stable archive,nesciunt,"['Evita Rivera Silva', 'María Cueto Mur']","['14', '7']",,,,,,
3982653,Clase,,,,,,,,,,,,,,,De-engineered multi-tasking matrices,animi,"['Cristina Candela Estrada Piñeiro', 'Carlos Higueras-Elorza']","['14', '17']",,,,,,
42496602,Clase,,,,,,,,,,,,,,,Implemented eco-centric hardware,animi,"['Hermenegildo Anguita Álvaro', 'Marcela Parra Castells']","['20', '16']",,,,,,
73807504,Clase,,,,,,,,,,,,,,,Exclusive homogeneous implementation,porro,"['Benigna Granados Peña', 'Baldomero Molina']","['2', '5']",,,,,,
85479305,Clase,,,,,,,,,,,,,,,Synchronized incremental initiative,eaque,"['René del Cadenas', 'Leonor Peñalver Belmonte']","['17', '7']",,,,,,
82028596,Clase,,,,,,,,,,,,,,,Assimilated didactic application,reiciendis,"['Yago de Barros', 'Valentina Falcó Patiño']","['18', '11']",,,,,,
16555053,Clase,,,,,,,,,,,,,,,Managed high-level framework,eum,"['Juanita Planas Álvarez', 'Herberto Angelino Diez Rey']","['16', '17']",,,,,,
21421136,Clase,,,,,,,,,,,,,,,Centralized tertiary data-warehouse,fuga,"['Miguel Ángel Zaragoza', 'Marco de Amigó']","['13', '11']",,,,,,
80398955,Clase,,,,,,,,,,,,,,,Compatible demand-driven interface,ad,"['Rufino Lucas', 'Diego Angulo']","['6', '15']",,,,,,
95333815,Clase,,,,,,,,,,,,,,,Advanced explicit emulation,hic,"['Leonardo Basilio Calvo Domínguez', 'Pilar Olivares Cruz']","['18', '11']",,,,,,
95996710,Clase,,,,,,,,,,,,,,,Total heuristic ability,exercitationem,"['Tomasa Lledó-Cortés', 'Pedro Matas-Navas']","['18', '12']",,,,,,
85764112,Clase,,,,,,,,,,,,,,,Total cohesive extranet,nulla,"['Cirino Correa Santiago', 'Angelina Flores Luz']","['9', '20']",,,,,,
91443102,Clase,,,,,,,,,,,,,,,Persistent client-server productivity,rem,"['Juan Francisco Báez-Fonseca', 'Tadeo Campos Cuesta']","['16', '7']",,,,,,
43998967,Clase,,,,,,,,,,,,,,,Proactive content-based projection,quis,"['Paloma Iborra Rius', 'Herberto Carrión Peláez']","['8', '9']",,,,,,
