id:ID,etiquetas:LABEL,cursos_llevados:string[],cursos_actuales:string[],correo:string,nombre_usuario:string,contraseña:string,beca:boolean,fecha:datetime,título:string,descripción:string,adjuntos:string[],calificación:int,status:boolean,contenido:string,likes:int,nombre:string,facultad:string,catedráticos:string[],sección:string[],tipo:string,cantidad_puntos:int,caducidad:date,fecha_lanzamiento:date,visibilidad:boolean,fecha_creación:datetime
626681,Usuario,"['amet', 'quibusdam', 'eligendi']","['minima', 'accusantium', 'iste']",alejandroacosta@example.net,jaimeocana,PA%2wDQmKc)z,FALSE,,,,,,,,,,,,,,,,
2566878,Usuario,"['eum', 'et', 'delectus']","['error', 'adipisci', 'repudiandae']",duiliopazos@example.net,perezsarita,_V$(Y$rK)643,FALSE,,,,,,,,,,,,,,,,
13553285,Usuario,"['ut', 'quasi', 'fugit']","['soluta', 'sequi', 'voluptates']",silviocalvo@example.net,lumbrerasdanilo,2@Q2e9#t3G7!,TRUE,,,,,,,,,,,,,,,,
12090691,Usuario,"['quaerat', 'autem', 'consequuntur']","['facere', 'temporibus', 'eveniet']",qmarti@example.com,caboodalis,l#0*ilpb0EKJ,TRUE,,,,,,,,,,,,,,,,
53791447,Usuario,"['natus', 'odit', 'fugit']","['molestiae', 'voluptas', 'perferendis']",hdiaz@example.org,cuervocristobal,&9XjPprzrNOr,FALSE,,,,,,,,,,,,,,,,
42176303,Usuario,"['accusantium', 'voluptatibus', 'veritatis']","['qui', 'repellat', 'recusandae']",haydeeneira@example.net,rosellogisela,bZ++3P!lPMO0,TRUE,,,,,,,,,,,,,,,,
68038903,Usuario,"['et', 'quo', 'temporibus']","['minus', 'necessitatibus', 'ex']",segoviavicente@example.net,fborja,*@H5SDkpZrTa,FALSE,,,,,,,,,,,,,,,,
44556611,Usuario,"['ratione', 'sit', 'sapiente']","['pariatur', 'unde', 'maiores']",gcarbonell@example.net,abilionoguera,F4sRmqI62(p^,FALSE,,,,,,,,,,,,,,,,
55629268,Usuario,"['aperiam', 'tempora', 'veniam']","['repudiandae', 'cupiditate', 'odio']",ivarela@example.com,atienzacarolina,jtd&P*qWBrI9,TRUE,,,,,,,,,,,,,,,,
39483304,Usuario,"['odio', 'deleniti', 'deserunt']","['neque', 'sed', 'voluptates']",pia85@example.net,herbertogallego,u)ey1Sle)T4V,TRUE,,,,,,,,,,,,,,,,
56691738,Usuario,"['accusantium', 'quasi', 'corrupti']","['alias', 'modi', 'dignissimos']",barberoheraclio@example.com,lucianoiglesia,#h#mzqgpgT0W,TRUE,,,,,,,,,,,,,,,,
52016704,Usuario,"['nesciunt', 'vitae', 'ipsam']","['quod', 'asperiores', 'accusantium']",hermenegildo97@example.org,marisol98,+2Ly9Ggy$87+,FALSE,,,,,,,,,,,,,,,,
20777669,Usuario,"['animi', 'dolor', 'iste']","['saepe', 'asperiores', 'sunt']",amor98@example.com,mollbegona,2cSHDrbC$wQN,FALSE,,,,,,,,,,,,,,,,
46440312,Usuario,"['occaecati', 'excepturi', 'temporibus']","['sint', 'soluta', 'exercitationem']",montesinosrico@example.org,ijerez,+4lq$s2Qw0AR,FALSE,,,,,,,,,,,,,,,,
84492003,Usuario,"['error', 'vitae', 'nisi']","['corporis', 'enim', 'quidem']",vbello@example.net,amadosegovia,+16^mtILH5Bc,TRUE,,,,,,,,,,,,,,,,
78598977,Usuario,"['aperiam', 'voluptates', 'aut']","['magnam', 'provident', 'corrupti']",miriam49@example.org,maria-del-carmen76,&fPlSx_c0kfF,TRUE,,,,,,,,,,,,,,,,
675093,Usuario,"['rem', 'saepe', 'mollitia']","['quidem', 'quo', 'blanditiis']",humberto53@example.com,felipeespejo,(b9%hISg^$62,FALSE,,,,,,,,,,,,,,,,
87976094,Usuario,"['ex', 'consequuntur', 'id']","['sit', 'atque', 'earum']",amalia75@example.net,joaquina92,BJ!69LKz)gqM,TRUE,,,,,,,,,,,,,,,,
23591471,Usuario,"['tenetur', 'sequi', 'beatae']","['hic', 'deserunt', 'quidem']",juan-josebenito@example.net,alfonsoreina,HV0SSzMs(4jg,FALSE,,,,,,,,,,,,,,,,
12153955,Usuario,"['nam', 'maiores', 'provident']","['accusamus', 'ut', 'excepturi']",maritavilaplana@example.org,lcuervo,)NE4OVFe3t9M,TRUE,,,,,,,,,,,,,,,,
94453880,Usuario,"['quasi', 'tempora', 'harum']","['fuga', 'repellendus', 'quisquam']",renatopinedo@example.com,villanuevajose,EmONWQ_0^&33,FALSE,,,,,,,,,,,,,,,,
30916561,Usuario,"['nesciunt', 'iure', 'cum']","['perspiciatis', 'veniam', 'perferendis']",lgalvez@example.org,palonso,+!#Ss71wWT2f,FALSE,,,,,,,,,,,,,,,,
81406527,Usuario,"['optio', 'perspiciatis', 'dolores']","['est', 'neque', 'sapiente']",narcisaespada@example.net,florencio57,F9@Qtcnh)sCq,TRUE,,,,,,,,,,,,,,,,
80996996,Usuario,"['quis', 'a', 'veritatis']","['totam', 'non', 'quasi']",cpellicer@example.net,zgrande,*tnUJ6its6SL,TRUE,,,,,,,,,,,,,,,,
69761254,Usuario,"['ab', 'minus', 'ullam']","['enim', 'voluptas', 'ipsam']",gparedes@example.org,qizaguirre,Xz63STlTNz(S,TRUE,,,,,,,,,,,,,,,,
30839382,Usuario,"['occaecati', 'voluptates', 'dolorem']","['consequuntur', 'error', 'quaerat']",znevado@example.net,cuevasroque,_MZ&7FXfu0c9,FALSE,,,,,,,,,,,,,,,,
